Name;Done;Race;Class;Level;Caster level;BAB;Str;Dex;Con;Int;Wis;Cha;Acrobatics;Appraise;Bluff;Climb;Craft;Diplomacy;Disable Device;Disguise;Escape Artist;Fly;Handle Animal;Heal;Intimidate;Knowledge (arcana);Knowledge (dungeoneering);Knowledge (engineering);Knowledge (geography);Knowledge (history);Knowledge (local);Knowledge (nature);Knowledge (nobility);Knowledge (planes);Knowledge (religion);Linguistics;Perception;Perform;Profession;Ride;Sense Motive;Sleight of Hand;Spellcraft;Stealth;Survival;Swim;Use Magic Device;Fortitude;Reflex;Will;Or_things;Feats;To sort;Special;Prerequisite;Description
Angel Wings;FALSE;Aasimar;;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Angelic Blood;;;Angelic Blood, aasimar, character level 10th;Gain a pair of wings and a fly speed
Angelbane Strike;FALSE;;;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Channel Smite, divine caster level 5th, channel negative energy class feature, demon lord patron deity;;Channel Smite, divine caster level 5th, channel negative energy class feature, demon lord patron deity;Improve your smite against Good creatures
Angelic Blood;FALSE;Aasimar;;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Con 13, aasimar;+2 save vs. evil effects and Con checks to stabilize, nearby evil creatures take damage when you bleed
Angelic Flesh;FALSE;Aasimar;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Angelic Blood;;;Angelic Blood, aasimar;-2 Disguise and Stealth, but gain a benefit based on metallic affinity of your flesh
Animal Affinity;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;+2 bonus on Handle Animal and Ride checks
Animal Ally;FALSE;;;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Nature Soul;;character level 4th, must not have an animal companion or mount that advances as an animal companion;Nature Soul, character level 4th, must not have an animal companion or mount that advances as an animal companion;Acquire an animal companion.
Animal Call;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Bluff 1 rank, Knowledge (nature) 1 rank;Make convincing animals sounds with Bluff checks
Animal Disguise;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Disguise 6 ranks, Knowledge (nature) 6 ranks;Disguise yourself as an animal using pelts and animal parts
Animal Ferocity*;FALSE;;;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;ferocity racial ability;Base attack bonus +3, ferocity racial ability;Make full attacks at negative hit points but at a -5 penalty
Animal Soul;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Animal companion or mount class feature;Animal companion or mount class feature;You can shrug off spells that don't work on animals
Ankle Biter*;FALSE;Goblin;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Goblin, Escape Artist 1 rank;Make a free bite attack whenever a combat maneuver is attempted against you.
Antagonize;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Use Diplomacy or Intimidate to goad creatures
Anticipate Dodge*;FALSE;;Brawler, Monk;4;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Dodge, Mobility;;;"Dodge, Mobility; base attack bonus +7, brawler level 4th, or monk level 4th";Gain up to a +2 bonus on attack rolls against creatures with a dodge bonus
Aphotic Explorer;FALSE;Gillman;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Endurance;;;Endurance, gillman;Gain cold resistance while in dim light or darkness
Apocalyptic Spell;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Area affected by spell becomes difficult to move in
Apotheosis;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;"You must have had direct contact with a deity or godlike being, or have been risen from the dead at the personal behest of a deity or godlike being.";"You must have had direct contact with a deity or godlike being, or have been risen from the dead at the personal behest of a deity or godlike being.";Resist the call of death with greater ease, communications with your deity have a higher chance of succeeding
Aquadynamic Focus*;FALSE;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Weapon Focus;;;Weapon Focus, base attack bonus +1;Use bludgeoning and slashing weapons normally underwater
Aquadynamic Shot*;FALSE;;;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Far Shot, Point-Blank Shot;;;Far Shot, Point-Blank Shot, base attack bonus +4;Halve penalties for using projectile weapons underwater
Aquatic Adaption;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Hold breath;Hold breath;Breathe water as well as air
Aquatic Advantage;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Combat Reflexes;;must have a natural swim speed;Combat Reflexes, must have a natural swim speed;Creatures lacking swim speeds provoke attacks of opportunity when attacking you
Aquatic Ancestry;FALSE;Undine;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Undine;Gain the amphibious quality and increase your swim speed
Aquatic Combatant*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;Swim 1 rank;"+2 bonus to Swim checks; avoid normal penalties on melee attack rolls underwater"
Aquatic Spell;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Spell functions normally underwater
Aquatic Squires;FALSE;;;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Summon nature’s ally IIspell-like ability;Triton,summon nature’s ally IIspell-like ability, character level 5th;Your racialsummon nature's allyspell-like ability lasts longer
Arc Slinger*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Point-Blank Shot, proficient with sling or halfling sling staff;;Point-Blank Shot, proficient with sling or halfling sling staff;Reduce ranged attack penalties due to range by 2
Arcane Armor Mastery*;FALSE;;;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Armor Proficiency, Arcane Armor Training;;Armor Proficiency (Medium);Arcane Armor Training, Armor Proficiency, Medium, caster level 7th;Reduce your arcane spell failure chance by 20%
Arcane Armor Training*;FALSE;;;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Armor Proficiency;;Armor Proficiency (Light);Armor Proficiency, Light, caster level 3rd;Reduce your arcane spell failure chance by 10%
Arcane Blast;FALSE;;;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Arcane spellcaster;Arcane spellcaster, caster level 10th;Sacrifice a spell to make a ray attack
Arcane Insight;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Arcane Shield, arcane spellcaster, caster level 10th, worshiper of Nethys;;Arcane ShieldAPG, arcane spellcaster, caster level 10th, worshiper of Nethys;+1 bonus to AC when using Arcane Shield
Arcane Jinxer;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Arcane spellcaster, Halfling Jinx trait;Arcane spellcaster, Halfling Jinx trait;Sacrifice arcane spells to make your jinxes harder to resist
Arcane School Spirit;FALSE;Gnome;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;arcane school class feature;Bluff 1 rank, arcane school class feature, gnome;Talk up your spells, making them harder to resist
Arcane Shield;FALSE;;;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Arcane spellcaster, caster level 10th;Arcane spellcaster, caster level 10th;Sacrifice a spell to gain deflection bonus to AC
Arcane Strike*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Ability to cast arcane spells;Ability to cast arcane spells;+1 damage and weapons are considered magic
Arcane Talent;TRUE;Elf, Half-Elf, Gnome;;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;"Cha 10; elf, half-elf, or gnome";Cast a 0-level spell 3 times per day as a spell-like ability
Arcane Trap Suppressor;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Ability to cast dispel magic or greater dispel magic as a spell or spell-like ability;Ability to castdispel magicorgreater dispel magicas a spell or spell-like ability;Usedispel magicto suppress magical traps for longer than usual
Arcane Vendetta;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;Spellcraft 1 rank;+2 bonus on damage vs. arcane spellcasters
Archon Diversion*;FALSE;;;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;"Archon Style; Combat Expertise; Combat Reflexes; base attack bonus +4 or monk level 3rd";;"Archon Style; Combat Expertise; Combat Reflexes; base attack bonus +4 or monk level 3rd";Redirect an attack from an opponent to yourself to grant an ally an attack of opportunity
Archon Justice*;FALSE;;;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;"Archon Diversion; Archon Style; Combat Expertise; Combat Reflexes; base attack bonus +8 or monk level 7th";;"Archon Diversion; Archon Style; Combat Expertise; Combat Reflexes; base attack bonus +8 or monk level 7th";Redirect an attack from an opponent to yourself to grant several allies attacks of opporunity
Archon Style*;FALSE;;;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;"Combat Expertise; Combat Reflexes; base attack bonus +2 or monk level 1st";;"Combat Expertise; Combat Reflexes; base attack bonus +2 or monk level 1st";Grant bonus to AC to allies against single opponent's attacks
Arcing Lob;FALSE;;;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Point-Blank Shot, Precise Shot, Throw Anything;;;Dex 15, Point-Blank Shot, Precise Shot, Throw Anything;Reduce or extend your splash damage when hitting larger creatures
Arcing Weapon*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Diverse training class feature.;Diverse training class feature.;Channel a ranged spell through your weapon
Arctic Adaptation;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Favored terrain (cold) class feature;Favored terrain (cold) class feature;Treat cold environments as one step less severe, +2 Perception against creatures adapted to hide in snow, and +5 on saves to avoid snow blindness
Area Jinx;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Widen Spell;;Halfling Jinx trait;Widen Spell, Halfling Jinx trait;Jinx multiple creatures at once
Arisen;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;"You must have been slain and brought back from the dead, or have the Left to Die or Cursed Birth background.";;"You must have been slain and brought back from the dead, or have the Left to Die or Cursed Birth background.";Negative hit point threshold for death is increased
Arithmancy;FALSE;;;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;;;;;Spell Focus (divination);;;Int 13, Spell Focus (divination), Spellcraft 3 ranks;Translate your spells into numerical equations
Arming Grab*;FALSE;;;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Catch Off-Guard,Combat Expertise,Improved Disarm;;;Int 13,Catch Off-Guard,Combat Expertise,Improved Disarm;You can easily disarm while unarmed and gain a bonus on attack rolls with the disarmed weapon
Armor Adept*;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Armor modifications no longer inhibit you
Armor Focus*;FALSE;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;proficiency with selected armor.;Base attack bonus +1, proficiency with selected armor.;Increase one type of armor's AC bonus by 1
Armor Material Expertise*?;FALSE;;;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Base attack bonus +6 or fighter level 4th, armor training class feature.;;;Base attack bonus +6 or fighter level 4th, armor training class feature.;Gain a benefit based on your armor's special material
Armor Material Mastery*?;FALSE;;;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Armor Material Expertise, base attack bonus +11 or fighter level 8th, armor training class feature.;;Armor Material Expertise, base attack bonus +11 or fighter level 8th, armor training class feature.;Use Armor Material Expertise two additional times per day
Armor of the Pit;FALSE;Tiefling;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Tiefling;+2 natural armor bonus or resistance 5 to two energy types
Armor Proficiency, Heavy*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Armor Proficiency, Medium;Armor Proficiency, Medium;No penalties on attack rolls while wearing heavy armor
Armor Proficiency, Light*;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;No penalties on attack rolls while wearing light armor
Armor Proficiency, Medium*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Armor Proficiency, Light;Armor Proficiency, Light;No penalties on attack rolls while wearing medium armor
Armor Trick*;TRUE;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Base attack bonus +1.;Learn armor tricks with a specific style of armor
Armored Athlete*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Light armor proficiency, medium armor proficiency, 3 ranks in any Dexterity- or Strength-based skill;;Light armor proficiency, medium armor proficiency, 3 ranks in any Dexterity- or Strength-based skill;Reduce your armor check penalty on certain skills
Armored Rider;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;;;;;Mounted Combat;;;Mounted Combat, Ride 3 ranks;Ignore armor check penalty when riding
Artful Dodge*;TRUE;;;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Int 13;Gain a dodge bonus to AC when you are the only threatening opponent
Artifact Hunter;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;"You must have come within sight of a legendary artifact at some point in your past.";"You must have come within sight of a legendary artifact at some point in your past.";Coax more out of your magical items
Artillery Team*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;"Proficiency with light crossbow, heavy crossbow, or musket; size Small or Medium";;"Proficiency with light crossbow, heavy crossbow, or musket; size Small or Medium";Ally with this feat can help you load and fire a Large light crossbow, heavy crossbow, or musket
Ascendant;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;You must have the Secret Shame drawback or the Bastard-Born background, and you must also have no publicly known faults or made any indisputable mistakes that could humiliate or cast down a figure of high station;You must have the Secret Shame drawback (page 7) or the Bastard-Born backgroundUCA, and you must also have no publicly known faults or made any indisputable mistakes that could humiliate or cast down a figure of high station;You and your apparent allies gain a +2 bonus on skill checks to gain influence or request a favor
Ascendant Spell;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Imitate mythic version of a spell
Ascetic Form*;FALSE;;;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;"Ascetic Style; Weapon Focus with the chosen melee weapon; base attack bonus +5 or monk level 5th";;"Ascetic Style; Weapon Focus with the chosen melee weapon; base attack bonus +5 or monk level 5th";Use a new melee weapon with unarmed class abilities
Ascetic Strike*;FALSE;;;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;"Ascetic Form; Ascetic Style; Weapon Focus with the chosen weapon; base attack bonus +7 or monk level 7th";;"Ascetic Form; Ascetic Style; Weapon Focus with the chosen weapon; base attack bonus +7 or monk level 7th";Use unarmed damage of a lower level monk instead of the weapon’s base damage
Ascetic Style*;FALSE;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;"Weapon Focus with the chosen melee weapon; base attack bonus +1 or monk level 1st";;"Weapon Focus with the chosen melee weapon; base attack bonus +1 or monk level 1st";Use weapons with unarmed strike abilities
Aspect of the Beast;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;wild shape class feature, see Special;wild shape class feature, see Special;Gain one of four bestial advantages
Aspiring Noble;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Must be a member of an established family that is yet unrecognized as nobility;Must be a member of an established family that is yet unrecognized as nobility;Gain a bonus on Diplomacy or Intimidate in a certain settlement
Aspis Partner;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Gain access to additional resources when shopping
Assisted Ascension;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Climb 5 ranks;Climb with allies more effectively
Associate;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Maintain a positive relationship with an organization for at least 6 months or achieve a major accomplishment on behalf of an organization;Maintain a positive relationship with an organization for at least 6 months or achieve a major accomplishment on behalf of an organization;Ally with an organization, gaining bonuses when associating with that group
Assured Destruction;FALSE;Urdefhan;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Empowered Daemonic Pact;;;Empowered Daemonic Pact, urdefhan;Your daemonic pact does more damage and is harder to avoid
Astrological Timing;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Ability to cast a uguryas a spell or spell-like ability;Ability to castauguryas a spell or spell-like ability;Increase your chances of a successfulaugury
Asura Sight*;FALSE;;;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Asura Style, base attack bonus +9 or monk level 9th;;Asura Style, base attack bonus +9 or monk level 9th;When using Asura Style, you gain improved uncanny dodge
Asura Spellrend*;FALSE;;;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Asura Sight,Asura Style, base attack bonus +13 or monk level 13th;;Asura Sight,Asura Style, base attack bonus +13 or monk level 13th;You can dispel divine spells with your unarmed strikes in Asura Style
Asura Style*;FALSE;;;0;0;5;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Wis 13,Improved Unarmed Strike, base attack bonus +5 or monk level 5th;;Wis 13,Improved Unarmed Strike, base attack bonus +5 or monk level 5th;You can sicken creatures casting divine spells with your unarmed strikes
Atheist Abjurations;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Divine Defiance;;;Divine Defiance;+2 caster level to dispel/counter divine spells and dismiss divine creatures
Athletic;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;+2 bonus on Climb and Swim checks
Attuned to the Wild;TRUE;Elf;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Elf;Heal faster within a specific terrain
Augment Calling;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;"Spell Focus (conjuration); ability to castlesser planar ally,lesser planar binding, or a higher-level version of these spells";;"Spell Focus (conjuration); ability to castlesser planar ally,lesser planar binding, or a higher-level version of these spells";Bind/call a specific type of outsider with greater ease
Augment Summoning;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Spell Focus (conjuration);;;Spell Focus (conjuration);Summoned creatures gain +4 Str and Con
